frame,center_x,center_y,radius,num_points,fitting_error
0,-2.448810086299582,-0.505389222164133,0.016895507085987582,8,0.0073540944675797165
0,-2.382716556138867,-1.512134636043982,0.016027544655307195,10,0.01736569484334675
0,-2.3799533008130256,1.500603494569515,0.01734930055749285,9,0.0
0,-2.399354972301519,0.500257988968968,0.016576524660460074,7,0.017409941808345805
1,-2.444546729587655,-0.5024469625963085,0.016195591201543156,7,0.0031672644402359357
1,-2.3810807447479356,-1.5159381712755888,0.015923569989856817,9,0.017794197759219907
1,-2.3805886894688926,1.5042323699871516,0.016222161306374494,10,0.0
1,-2.398892774197807,0.5071459879134966,0.01615939993241189,8,0.004734331474608496
2,-2.439845920527761,-0.5002479062890451,0.015847068018830936,7,0.0027932075326051226
2,-2.3858184995591727,-1.5021910265272265,0.01581002795182623,9,0.01846667331442158
2,-2.3826564698371877,1.4990804797344488,0.016220472552201874,9,0.0
2,-2.401713826215254,0.5057944222585563,0.01598166046813233,8,0.0038213851710881515
3,-2.382584248706107,-1.5071668085136094,0.015827932019155423,10,0.019614175310423435
3,-2.413595947574635,1.4973891717808567,0.01691510933991003,10,0.0025624297012270467
3,-2.3961826736584038,0.5094876710264827,0.016605012609211055,8,0.0032629260818692516
4,-2.438542463554063,-0.503061983919084,0.015808923406597886,7,0.0032666859061852107
4,-2.3952370379556394,1.502827032905304,0.01557225938655121,10,0.016997503808544572
4,-2.3956140441973766,0.5028921205062389,0.015788370752364094,7,0.005146094325347795
5,-2.440054990439832,-0.5015235036526152,0.015801174261109656,7,0.003225660395970635
5,-2.3808231842250986,-1.5076761911505216,0.016376921273423724,9,0.022795759900273715
5,-2.4069318194436047,1.498118767138574,0.01678064275673059,10,0.017455458055340965
5,-2.4097557687272015,0.4923703161668314,0.014697280593568843,8,0.02092020604108241
6,-2.4434327425203275,-0.5040720717566168,0.015817604142125706,7,0.0032776018022628033
6,-2.3856485397295173,-1.5158967831157304,0.016447156080713485,9,0.01788573712198602
6,-2.4076366707417676,1.496321692482034,0.015671234326114815,9,0.014751216005987269
6,-2.401678781380204,0.5118726262725192,0.016901333588156525,8,0.0032222853394600374
7,-2.3846328970401744,-1.5115687590494555,0.016621644733740063,10,0.01869388265402669
7,-2.383898135921471,1.4934106851777247,0.016183612656594223,9,0.0
7,-2.4052164163460086,0.5067855391726284,0.016008884667517133,8,0.018423123016921582
8,-2.3818461387221017,-1.5050685527129393,0.015409698701411586,10,0.017330736557929646
8,-2.3933197240383333,1.5057357988110542,0.017430875361728562,10,0.018257443917273707
8,-2.4103826785932037,0.5030464691612693,0.01637536930210876,9,0.022325091138087692
9,-2.439538563536527,-0.5038850782079322,0.016330641844573102,7,0.0030190352075729386
9,-2.3788172655032427,-1.5113068024702396,0.015404531375551195,10,0.023900678396866205
9,-2.394667824972938,1.5049599510281748,0.016859146172717627,10,0.01808094560224447
9,-2.403978229070437,0.5048614897155015,0.01581060606381698,8,0.019305943284716305
10,-2.3823570166851282,-1.5170650603168645,0.01615551125004758,9,0.014848563325503938
10,-2.402079527530986,1.4949910612191015,0.015792437995181794,9,0.01785505439842491
10,-2.3951786693736246,0.508626386156669,0.016032051653057235,8,0.0024395102429276005
11,-2.3828430038585,-1.510867765320187,0.01619215454948827,10,0.016340706536019607
11,-2.4026861896133327,1.4974924810050019,0.016225247571301258,9,0.01611266510771265
11,-2.396290076610118,0.5107241317094398,0.01612545182088118,8,0.003737747948874791
12,-2.461347182747663,-0.5046557942050544,0.016892731408141515,7,0.0017398638511314044
12,-2.3807206058052905,-1.5135761659610119,0.015935618016296896,9,0.01634009080759381
12,-2.4032842820978475,1.4984924744307402,0.016562704757681596,10,0.017461064418815522
12,-2.401066372902263,0.5111331747470481,0.015811118554152324,8,0.004288237397208514
13,-2.438542463554063,-0.503061983919084,0.015808923406597886,7,0.0032666859061852107
13,-2.381700214302062,-1.5275868572707971,0.016452838555389,9,0.001936808578292049
13,-2.4033416398414507,1.4968962151002005,0.01642486349531763,11,0.021439920331663483
13,-2.407370526056526,0.5004409358641694,0.015875849646770777,9,0.021176431728367594
14,-2.4505643290329786,-0.5036826852838031,0.01737978286655717,7,0.0
14,-2.383176536258098,-1.509168109362767,0.01637404599157395,10,0.01974332161637653
14,-2.410608508987296,1.5036419303361808,0.016354151962507623,10,0.0
14,-2.4044957697328018,0.4995550292183209,0.015094846879663873,8,0.01974428573668306
15,-2.386983049825083,-1.5277836034604129,0.016277174307849678,9,0.0
15,-2.396446480440563,1.5009695561323415,0.01660855848238942,9,0.019101920444985886
15,-2.404878901176924,0.5018794372864599,0.01582903677117829,8,0.017699853201201578
16,-2.4549479303317527,-0.5045821984370427,0.01691013204465237,7,0.0
16,-2.380809809899331,-1.5093471838088872,0.015467672141954464,9,0.019998917399452504
16,-2.4020043630557555,1.5015296510815186,0.01604112895921251,10,0.017706401569192204
16,-2.396256515214581,0.5058590233201196,0.016457365661758247,7,0.004282249754842698
17,-2.3848037829516193,-1.5153595153680957,0.01644017859612834,10,0.01787163751037934
17,-2.4064499272193602,1.4953962792998825,0.016205691470636274,9,0.015049366215146968
17,-2.4030032929569276,0.5046564079925502,0.015797133273057578,8,0.019288847003290952
18,-2.44887901359629,-0.5058139969429089,0.016785425560464053,7,0.0029903167461215185
18,-2.382871577957987,-1.5133298041420602,0.015837713932677005,10,0.01740590470600614
18,-2.394419774709495,1.5015562739892574,0.016832668129353787,9,0.021549261269335353
18,-2.4124047119350815,0.4997519139222256,0.01629122852548875,9,0.022729647691186797
19,-2.439990204201495,-0.5129810752618045,0.016185689646235166,8,0.020965545753676464
19,-2.3792098511127993,-1.5115089445400445,0.01675002465385352,9,0.019240967058489187
19,-2.398707114384604,1.496186428279635,0.016265893153962277,9,0.019043346030525328
19,-2.3997084021871795,0.5102357294884646,0.016023839922264062,8,0.0039059523769668725
20,-2.3804816621436347,-1.5269545263295523,0.015124309496587869,10,0.0008165200953018665
20,-2.40210786544054,1.4995105212596,0.016900073263155683,10,0.01947974177014909
20,-2.4030904340088037,0.5031357985178351,0.01516908560966512,8,0.018090331217918205
21,-2.4544955664494816,-0.5032509067576726,0.016884964365892846,6,0.0017353808001776428
21,-2.3843015801165532,-1.5078104998686452,0.016151259486357133,10,0.019214995980350594
21,-2.4026760929805047,1.4976299986787678,0.016376459394431445,10,0.02081858900956482
21,-2.400286202921969,0.5103591120925367,0.015440174025170091,8,0.003981611142041722
22,-2.4512755143816793,-0.5013536822521155,0.016346623563469765,7,0.00304226363824231
22,-2.3866691909818774,-1.5112181889457845,0.016231813219184037,10,0.016167642833773206
22,-2.4026114677556243,1.5008996899584641,0.01729751391310651,10,0.02076719985310663
22,-2.401471946315047,0.5124374684058166,0.017110877319333303,8,0.00368677949223978
23,-2.4483414523597165,-0.5057018452395885,0.016344682158080808,7,0.003036080210079258
23,-2.384888627853599,-1.5117693000345136,0.01674579634676145,11,0.01821719731083303
23,-2.410608508987296,1.5036419303361808,0.016354151962507623,10,0.0
23,-2.4045153710950835,0.5118662087280041,0.01628118235966349,9,0.004117081946485604
24,-2.3827359478915255,-1.5057168508607712,0.016708932186460832,9,0.02016722232946501
24,-2.393179182492815,1.4981004299648462,0.016747639704606642,10,0.019251546718634455
24,-2.4004266596809716,0.5116050047080543,0.016457992515944157,8,0.005012834264362339
25,-2.452007617116034,-0.508939396724386,0.016908312947354717,8,0.0
25,-2.3790511538975205,-1.4871672862523873,0.017257636437040702,10,0.0
25,-2.410608508987296,1.5036419303361808,0.016354151962507623,10,0.0
25,-2.412685077185632,0.5021334770715142,0.01597757550414976,9,0.021807357001379778
26,-2.380219706719131,-1.5138026448857456,0.015818662172719475,9,0.018503334761274637
26,-2.3989431000159676,1.4935499273142727,0.015918317155797234,10,0.025150848478543465
26,-2.4042602084239837,0.5048216802984851,0.01620896800757511,8,0.019597436487588177
27,-2.4564383103512957,-0.5048917061288227,0.01738336222707287,6,0.0
27,-2.3792493514207416,-1.5115374970829263,0.016762631519606736,9,0.021964773674610933
27,-2.399020973033634,1.5050693609133845,0.015956442054447306,10,0.018367870691361074
27,-2.399993020466866,0.5102967510239079,0.016250624943875913,8,0.004364577997369428
28,-2.385056862615068,-1.514979279235351,0.016017187988121025,10,0.016550738516696323
28,-2.4013441337670014,1.4960150143095152,0.016179500445754388,9,0.01840518944094692
28,-2.401989334543228,0.49791686451048217,0.015539672955126309,9,0.018710935887142233
29,-2.4588635474821747,-0.505388606824464,0.016913256039583473,6,0.0
29,-2.3822173834230678,-1.5132842100279207,0.015870025983892724,10,0.01618963612941871
29,-2.4110003952232035,1.4986953645240815,0.01633901111200464,10,0.0016140742731019404
29,-2.406196586789947,0.5021183711559692,0.01600945774853354,8,0.018425139873809847
30,-2.439538563536527,-0.5038850782079322,0.016330641844573102,7,0.0030190352075729386
30,-2.3816710361415154,-1.5082119217021817,0.017334579107198825,9,0.022020349836396204
30,-2.3809796566448886,1.4980254906815162,0.016201147975031336,9,0.0
30,-2.4095636410111387,0.5036477397562859,0.015674213549419398,9,0.019845975241728698
31,-2.382963564592101,-1.515443200062015,0.01665888579095845,9,0.019184086227864803
31,-2.4013513813432956,1.5027924935185764,0.017131462277805706,10,0.016531976229357013
31,-2.4010786186081954,0.5065522579245433,0.015994296252619708,7,0.0037891615309893576
32,-2.439538563536527,-0.5038850782079322,0.016330641844573102,7,0.0030190352075729386
32,-2.3827559175634323,-1.5121755439992208,0.015472781420194967,9,0.017879561478625773
32,-2.4002797302149803,1.4998261322527646,0.01626417211085189,10,0.020894705614880573
32,-2.399227606068475,0.5101703328502656,0.016493433457370164,9,0.0013010742201257832
33,-2.441044238296495,-0.503578253650303,0.016236819944026898,7,0.0032263472713642987
33,-2.3805039307791924,-1.5106979443206212,0.015816101378096716,10,0.018387592451263902
33,-2.393547065031502,1.50630320281532,0.0168719718084345,10,0.023202943241304466
33,-2.4002217726074515,0.5079126273635962,0.01503340406544234,8,0.0030812363125234422
34,-2.3903424229696655,1.4990801252316694,0.015860838838534695,10,0.022067770754186204
34,-2.403358911581088,0.5030672004087432,0.015972096783727005,7,0.01603578762438343
35,-2.4476255715786164,-0.5080310687107312,0.01737759179819844,7,0.0
35,-2.3968844709230734,1.4987031430905118,0.015903164293505103,10,0.023266573124780036
35,-2.398054133236791,0.5098846099244391,0.01623253138760361,8,0.004363644682792339
36,-2.4416139474068546,-0.5018439716396916,0.016188226606991027,7,0.0031622617392196503
36,-2.38417822201492,-1.5102338212758795,0.01646480473539635,10,0.02030642487323061
36,-2.4032416454413976,1.5005208166700712,0.015434537400897988,10,0.018030869106903682
36,-2.4040832217261503,0.5030532539583628,0.016031212423578984,8,0.019289909375924057
37,-2.381263385014042,-1.5258887431012789,0.014820442322355874,9,0.0
37,-2.3987222765205436,1.4953004228878928,0.01556450362062156,9,0.02019555705138576
37,-2.402075266822254,0.5052303835992771,0.01583876524360314,8,0.017145720861533993
38,-2.4478909614215763,-0.5049904617781047,0.016249460441213923,7,0.003236733750453918
38,-2.381481744833402,-1.512959053040937,0.016465983100911907,9,0.019961255094017073
38,-2.378912873462315,1.5031724298353564,0.016204890641517106,10,0.0
38,-2.4050936986176863,0.5044292845263048,0.01556266447698731,8,0.019374135297685634
39,-2.439538563536527,-0.5038850782079322,0.016330641844573102,7,0.0030190352075729386
39,-2.382461948197837,-1.5173314354833904,0.01636959022556519,9,0.01641544118044161
39,-2.3974978915045435,1.491318162289346,0.015704914758637816,10,0.01693734884199162
39,-2.403822409574652,0.5072137515644334,0.015841705758470447,7,0.0040880539612560725
40,-2.3803970345837824,-1.5083775427822033,0.015589589243539221,10,0.022325675479959502
40,-2.4054077354397214,1.4985001219807308,0.01602807929686246,10,0.016799553297515563
40,-2.4092421016307086,0.5029228479808475,0.016535058431116346,8,0.021805724632665884
41,-2.4505789155660294,-0.5074031831198321,0.016881935799110646,8,0.001735082037910559
41,-2.3843836049604965,-1.5166730401855455,0.015878978279581245,10,0.013436830227002103
41,-2.3977834784761143,0.5073953023643523,0.01629503196000871,8,0.0
42,-2.449600203854896,-0.5072001772236016,0.0168811862069601,7,0.0017331732759560004
42,-2.3854820508098933,-1.5100273919303597,0.015862888738598566,10,0.0229276965706303
42,-2.4058299201157936,1.4963915826699865,0.016010822521634046,9,0.01437039288306893
42,-2.409245286882773,0.49117454591157184,0.014737529865431122,8,0.019134050665113582
43,-2.440453418351109,-0.5003717485264683,0.016193572866281362,7,0.0027407656234387594
43,-2.3782477872557335,-1.5086871490421803,0.01596092987165045,9,0.023214252222013745
43,-2.4028468244409726,1.498780314371703,0.017005048740430864,10,0.017811940439160394
43,-2.3968437245035914,0.5059822618760303,0.015799105778371406,8,0.0024792947853067536
44,-2.3733805318183583,-1.5078336521325608,0.016604031538396877,9,0.020289847500725863
44,-2.4031215842861866,1.4876119089973348,0.015893875634056337,11,0.017808134689914008
44,-2.3982219196557675,0.5074889745006175,0.01598145900876299,7,0.0038069872436286333
45,-2.3778334831496153,-1.5094492617697348,0.01564762843275615,9,0.018167432901525903
45,-2.399849140235744,0.5073484775157475,0.01618198420011035,8,0.00475524088678974
46,-2.451813499574636,-0.5014634535805577,0.01678774511929186,7,0.0029936440971572494
46,-2.3807200210963746,-1.5107960557048226,0.016296789085086,9,0.01947685096390933
46,-2.4017946690637553,0.5095817271469015,0.01625030647971389,7,0.002745912272032292
47,-2.44103293290264,-0.5017253318792301,0.01580302067072724,7,0.0032280513504620986
47,-2.3849759093347953,-1.5181641505815946,0.016584741099888875,9,0.01669374235366742
47,-2.4025861033069025,1.496379040665193,0.01618230923181319,9,0.019888797835317905
47,-2.3994578103125876,0.5067795168987059,0.015798372963055834,8,0.004914174488041874
48,-2.4574172601384014,-0.5050905244284419,0.01738448291923938,6,0.0
48,-2.385275840051868,-1.5266889938274883,0.01624940981922415,9,1.9596795247955243e-05
48,-2.4052456468560863,1.4961802092035865,0.0150818105590424,9,0.014886925304840301
48,-2.401271862160359,0.5057023427191915,0.015439855234966327,8,0.003987273257572503
49,-2.4547491505030012,-0.502062711480284,0.016792517722143584,6,0.003001540613677937
49,-2.380942159217561,-1.5138609177888327,0.015382412698615696,9,0.01854567159109734
49,-2.383898135921471,1.4934106851777247,0.016183612656594223,9,0.0
49,-2.403587338817303,0.5110612319029229,0.016058658449188325,8,0.0039124353405331335
50,-2.381223705274507,-1.5079401096293288,0.016182951617981584,10,0.021477447695495765
50,-2.3795466784494956,1.5068061631794198,0.017379932960592624,11,0.0
50,-2.3986565954338475,0.510013136434601,0.016097921946822396,8,0.004057862511415362
51,-2.436507500573175,-0.5125755496269764,0.016434044819216117,8,0.02030649165860815
51,-2.3797559034896,-1.5144710438057227,0.016199599446922716,10,0.022514222574032558
51,-2.383497680213345,1.4996085720854977,0.01622731516720377,9,0.0
51,-2.411357068062056,0.4992374516337979,0.01583888979178803,9,0.022368480543894963
52,-2.443000788445782,-0.5039829810306254,0.01623990110037858,7,0.003229192037873491
52,-2.383066225691838,-1.514568534095923,0.01634917082973658,11,0.01716635536320012
52,-2.3826564698371877,1.4990804797344488,0.016220472552201874,9,0.0
52,-2.4048837096588205,0.5046190801391526,0.01648418246747058,9,0.01915696955186334
53,-2.440453418351109,-0.5003717485264683,0.016193572866281362,7,0.0027407656234387594
53,-2.3805746069890397,-1.5116236140585828,0.015668823564942466,9,0.018572738593134155
53,-2.4081516391372686,1.4955913626018866,0.01637485972617327,10,0.017950171088696527
53,-2.3987934243095745,0.5063946252210798,0.015599289334508826,8,0.002544663635769508
54,-2.4515586870856922,-0.5026488409281304,0.01688179052746447,9,0.0017317462127416968
54,-2.382690094564833,-1.5132167157463605,0.015719937062770698,10,0.017729638039189966
54,-2.4359820675457167,1.5197585206669386,0.01614969931141458,8,0.010676088319064594
54,-2.4001792251373075,0.5066882951932876,0.016158426748532795,8,0.003743203351168031
55,-2.461347182747663,-0.5046557942050544,0.016892731408141515,7,0.0017398638511314044
55,-2.37933794456178,-1.5099799057760754,0.016380255535133992,9,0.02226235383463685
55,-2.440249027147498,1.5170092069615557,0.016422279384739908,5,0.0
55,-2.4059672801500014,0.5053932380557538,0.016078863680862875,7,0.013424382395112884
56,-2.3780179104147323,-1.4897308422431326,0.016120566168456713,10,0.0
56,-2.4431146049048773,1.5226720895185306,0.016115994401013696,8,0.011715140081066609
56,-2.3976991992773335,0.506163984084887,0.01647275797916084,8,0.004580274251450087
57,-2.382083906535966,-1.5084720942069656,0.016391911124502768,9,0.02213755794714065
57,-2.4359784378616496,1.5216753698922394,0.01600670538549727,8,0.012222626279646237
57,-2.395277565322381,0.4980912639497308,0.014851136348428821,8,0.0
58,-2.449301363167696,-0.5052810443741127,0.015828683582871393,7,0.003288534551187037
58,-2.380294374333077,-1.5089631712624723,0.01675315507035705,9,0.0218291495571079
58,-2.441249315198003,1.5240726359186514,0.016284604282813718,8,0.013043837676528456
58,-2.3957713699489975,0.5052665778937924,0.01596361443739487,7,0.0014861094208359193
59,-2.440822733915032,-0.5004474823558468,0.015850823127225824,7,0.002794268793038568
59,-2.381263385014042,-1.5258887431012789,0.014820442322355874,9,0.0
59,-2.4406316528879177,1.5242475644782496,0.016574450729085265,9,0.013276916992120469
59,-2.3968528031500647,0.505984851764014,0.015582015057703028,8,0.002543486657845862
60,-2.3778071253850177,-1.5130726049966612,0.016009723469336004,9,0.020348546439873976
60,-2.4389520583276894,1.5180131973755928,0.01591927386352735,12,0.026981837597727383
60,-2.4078118654891414,0.4968438244728682,0.014686932515978787,8,0.020901057329302822
61,-2.451813499574636,-0.5014634535805577,0.01678774511929186,8,0.0029936440971572494
61,-2.3798757067059113,-1.5087002243983458,0.016746135221710645,9,0.022503101680623645
61,-2.4031645936582384,1.4950260105811588,0.01532424660652858,9,0.01506028321799758
61,-2.3965982009221256,0.5071468402934136,0.014527342942549176,7,0.0
62,-2.3794682025871747,-1.5084264233245208,0.015797573789568295,9,0.021440248388856463
62,-2.3970158307011262,1.502228762893865,0.016290030231717066,9,0.01976970090775601
62,-2.4049405568848528,0.5072725607185246,0.016145662905528567,8,0.017524330690096093
63,-2.443965531880887,-0.5023284527123386,0.01581064395955897,7,0.0032345607196386994
63,-2.3821164709385156,-1.5149046821732715,0.016648574679362316,9,0.019166182878827053
63,-2.404307370666407,1.4964804718306273,0.01569015449474827,9,0.013507030271239027
63,-2.4189432725118905,0.48920715333553855,0.014928984253778525,7,0.0
64,-2.453496967393111,-0.5092508137706421,0.01738182241973743,7,0.0
64,-2.384919105064081,-1.51449563425968,0.01578337289752573,11,0.01662967854875658
64,-2.3958826563767417,1.4992494701133265,0.01683457564198127,10,0.01809750317512571
64,-2.4050992075385733,0.5001124669951248,0.016248837325652774,7,0.020086450924644672
65,-2.451813915293758,-0.5064193589543122,0.016789943549773964,7,0.002997923933048546
65,-2.3799774316628888,-1.5142109547429883,0.016192783526124483,9,0.018073358482202533
65,-2.400507735837884,1.4947969542315647,0.016632095734917036,9,0.024940627269517034
65,-2.3968528031500647,0.505984851764014,0.015582015057703028,8,0.002543486657845862
66,-2.3842437935417995,-1.5115985340182456,0.016218754720503617,10,0.016496954943104363
66,-2.412629462974034,1.4934738464878938,0.015588083005257027,10,0.002731351386047909
66,-2.4005110405758106,0.5104062894066099,0.016194147560345176,8,0.0034509248988059526
67,-2.4380675676896764,-0.4991432507875725,0.016550465890423097,7,0.005835145834013189
67,-2.3838800538959806,-1.5231028629574133,0.015127543879630242,10,0.0
67,-2.4010257182190573,0.5080833973324379,0.015203236647568659,9,0.003149808668575592
68,-2.443965531880887,-0.5023284527123386,0.01581064395955897,7,0.0032345607196386994
68,-2.3804396469293656,-1.5159861222180246,0.01652313727294988,9,0.01759941164833916
68,-2.402598338033882,1.4995850971781812,0.01639496967633261,10,0.016400451838879358
68,-2.4056544981017782,0.5025718728271275,0.015448120570840856,9,0.01830140120591477
69,-2.4483414523597165,-0.5057018452395885,0.016344682158080808,7,0.003036080210079258
69,-2.383525678682988,-1.5203614166940926,0.016251488214115675,9,0.014399067767762064
69,-2.4011003801749253,1.4965305808834837,0.01579031697300252,10,0.02090491618752942
69,-2.428220702748193,0.5172334013011338,0.016469798800680398,7,0.004196764052041656
70,-2.443569563603494,-0.5022470656052804,0.01619262354099879,7,0.0031666286269911984
70,-2.3829251091429398,-1.5251472092003373,0.016436563293630246,9,0.00034643798762834565
70,-2.3957333888611134,1.4957443220766424,0.016555978355463966,10,0.020136219973697817
70,-2.4104032096442536,0.49505383682073756,0.016052623530494994,8,0.023495726567239503
71,-2.4433693923900015,-0.5090275775817319,0.01640837292820423,9,0.02031378165737154
71,-2.384191336525903,-1.517031657552188,0.016393419023317635,9,0.019074000091253034
71,-2.3975412695434803,1.5002854589264403,0.01591504152983165,10,0.0209259524926333
71,-2.4103061624280127,0.5005592423606474,0.014877216170341193,9,0.02162598458686673
72,-2.44887901359629,-0.5058139969429089,0.016785425560464053,8,0.0029903167461215185
72,-2.384236262872955,-1.5065911725125742,0.01636755337603403,9,0.019580624844227686
72,-2.4155535793821064,1.4937418617551763,0.016332211017656674,9,0.0
73,-2.448092795959581,-0.5081280121505495,0.016905281745963684,7,0.0
73,-2.381560781938098,-1.5097677996885266,0.016765404017107507,9,0.022536645938228607
73,-2.3991519905593095,1.4964187488669416,0.015746710038316278,9,0.018733700566830176
73,-2.4004771592068983,0.507966716326597,0.01456253025747386,10,0.0
74,-2.4444293018273755,-0.5048949842439875,0.01633837788127178,7,0.003028327026313683
74,-2.3832987285942,-1.5084208609152072,0.01622858881045061,9,0.019955770860850368
74,-2.4032722031766163,0.5015085397253678,0.01598575634458092,8,0.018396564586310917
75,-2.380096322394394,-1.5039711859548088,0.016063926476230877,9,0.018730095923438373
75,-2.3981103283653704,1.495793572207411,0.016434326406172907,9,0.018957796777053407
75,-2.3994864489027825,0.5053276412181059,0.015788368952942545,7,0.003899662190967417
76,-2.3830634650356823,-1.5200706174316412,0.016395211197045324,9,0.0156486876515076
76,-2.3949513927616044,1.4998876128997765,0.015798121553860567,10,0.02473066195279598
76,-2.4061468969689783,0.4966492794198698,0.016496555922779505,8,0.022030905005650678
77,-2.4434327425203275,-0.5040720717566168,0.015817604142125706,7,0.0032776018022628033
77,-2.3812228222648884,-1.5094287554109402,0.01636838353496245,9,0.01889766376383862
77,-2.401602098983086,1.491561926885172,0.016275880108061656,9,0.02218489383461832
77,-2.400429620449312,0.5103890605743823,0.016276540865493086,8,0.003609633702790518
78,-2.4613329375763717,-0.5058969851936276,0.01738752619486132,6,0.0
